nom,famille,masse,A,h,b,tw,tf,r,Iy,Iz,Wely,Wply,Welz,Wplz,iy,iz,Um,iz_tabule,It,Av,Aw
RRW 140/140/5,RRW,20.984421947833745,0.0026731747704246806,0.14,0.14,0.005,0.005,0.01,8.074594274083039e-06,8.074594274083039e-06,0.00011535134677261487,0.00013482185602572527,0.00011535134677261487,0.00013482185602572527,0.054959994164958864,0.054959994164958864,0.5471238898038469,0.015001789097650715,,,
RRW 140/140/5.6,RRW,23.36874689136263,0.0029769104320207175,0.14,0.14,0.0056,0.0056,0.0112,8.905344642184017e-06,8.905344642184017e-06,0.0001272192091740574,0.000149393784913536,0.0001272192091740574,0.000149393784913536,0.05469435205968279,0.05469435205968279,0.5455787565803085,0.015001789097650715,,,
RRW 140/140/6.3,RRW,26.11422028438084,0.0033266522655262215,0.14,0.14,0.0063,0.0063,0.0126,9.838903231182345e-06,9.838903231182345e-06,0.00014055576044546208,0.0001659683778367389,0.00014055576044546208,0.0001659683778367389,0.05438381142476324,0.054383811424763236,0.5437761011528471,0.015001789097650715,,,
RRW 140/140/7.1,RRW,29.204116415611967,0.003720269607084327,0.14,0.14,0.0070999999999999995,0.0070999999999999995,0.014199999999999999,1.0859591259191596e-05,1.0859591259191596e-05,0.00015513701798845135,0.00018435304804790767,0.00015513701798845135,0.00018435304804790767,0.05402807978390562,0.05402807978390562,0.5417159235214626,0.015001789097650715,,,
RRW 140/140/8,RRW,32.61932018645439,0.004155327412287183,0.14,0.14,0.008,0.008,0.016,1.1950039518270078e-05,1.1950039518270078e-05,0.00017071485026100112,0.00020433057096530896,0.00017071485026100112,0.00020433057096530896,0.05362682019840193,0.05362682019840193,0.539398223686155,0.015001789097650715,,,
RRW 140/140/8.8,RRW,35.600897425609794,0.00453514616886749,0.14,0.14,0.0088,0.0088,0.0176,1.2868963822939488e-05,1.2868963822939488e-05,0.00018384234032770702,0.0002214669267727537,0.00018384234032770702,0.0002214669267727537,0.05326919643137569,0.05326919643137569,0.5373380460547705,0.015001789097650715,,,
RRW 140/140/10,RRW,39.97768779133498,0.005092699081698723,0.14,0.14,0.01,0.01,0.02,1.4160588470173459e-05,1.4160588470173459e-05,0.00020229412100247806,0.00024608591248689144,0.00020229412100247806,0.00024608591248689144,0.05273107719145707,0.05273107719145707,0.5342477796076938,0.015001789097650715,,,
RRW 140/140/12.5,RRW,48.72763717396091,0.006207342315154256,0.14,0.14,0.0125,0.0125,0.025,1.6529635271533488e-05,1.6529635271533488e-05,0.00023613764673619274,0.0002932580573107603,0.00023613764673619274,0.0002932580573107603,0.0516034559016797,0.0516034559016797,0.5278097245096173,0.015001789097650715,,,
RRW 150/150/5,RRW,22.55442194783374,0.0028731747704246807,0.15,0.15,0.005,0.005,0.01,1.001630887026758e-05,1.001630887026758e-05,0.00013355078493690112,0.00015568772987784865,0.00013355078493690112,0.00015568772987784865,0.059043600362733435,0.05904360036273344,0.5871238898038469,0.015001789097650715,,,
RRW 150/150/5.6,RRW,25.12714689136263,0.0032009104320207173,0.15,0.15,0.0056,0.0056,0.0112,1.105876935878656e-05,1.105876935878656e-05,0.00014745025811715412,0.00017264473707363955,0.00014745025811715412,0.00017264473707363955,0.0587782483235524,0.05877824832355239,0.5855787565803084,0.015001789097650715,,,
RRW 150/150/6.3,RRW,28.092420284380836,0.0035786522655262215,0.15,0.15,0.0063,0.0063,0.0126,1.2233685296187891e-05,1.2233685296187891e-05,0.00016311580394917188,0.00019196973916437,0.00016311580394917188,0.00019196973916437,0.05846808934860621,0.05846808934860621,0.5837761011528471,0.015001789097650715,,,
RRW 150/150/8,RRW,35.13132018645439,0.004475327412287183,0.15,0.15,0.008,0.008,0.016,1.4905975079897016e-05,1.4905975079897016e-05,0.0001987463343986269,0.0002368672080267449,0.0001987463343986269,0.0002368672080267449,0.057712221080483815,0.057712221080483815,0.579398223686155,0.015001789097650715,,,
RRW 150/150/10,RRW,43.11768779133498,0.0054926990816987235,0.15,0.15,0.01,0.01,0.02,1.7732098405418172e-05,1.7732098405418172e-05,0.00023642797873890897,0.00028604940789538503,0.00023642797873890897,0.00028604940789538503,0.05681815968323484,0.05681815968323484,0.5742477796076938,0.015001789097650715,,,
RRW 150/150/12.5,RRW,52.65263717396091,0.006707342315154256,0.15,0.15,0.0125,0.0125,0.025,2.0804378569186615e-05,2.0804378569186615e-05,0.0002773917142558216,0.00034210726888653155,0.0002773917142558216,0.00034210726888653155,0.0556931956440582,0.05569319564405819,0.5678097245096172,0.015001789097650715,,,
RRW 150/150/16,RRW,65.16528074581755,0.008301309649148733,0.15,0.15,0.016,0.016,0.032,2.4300218422719996e-05,2.4300218422719996e-05,0.00032400291230293333,0.000410739440527804,0.00032400291230293333,0.000410739440527804,0.05410429989722103,0.05410429989722103,0.55879644737231,0.015001789097650715,,,
RRW 160/160/5,RRW,24.124421947833742,0.0030731747704246808,0.16,0.16,0.005,0.005,0.01,1.224668220497335e-05,1.224668220497335e-05,0.0001530835275621669,0.00017805360372997209,0.0001530835275621669,0.00017805360372997209,0.06312706451338558,0.06312706451338558,0.6271238898038468,0.015001789097650715,,,
RRW 160/160/6.3,RRW,30.070620284380837,0.003830652265526221,0.16,0.16,0.0063,0.0063,0.0126,1.4988461974469744e-05,1.4988461974469744e-05,0.0001873557746808718,0.00021986110049200105,0.0001873557746808718,0.00021986110049200105,0.06255213973328994,0.06255213973328994,0.6237761011528471,0.015001789097650715,,,
RRW 160/160/8,RRW,37.64332018645439,0.004795327412287183,0.16,0.16,0.008,0.008,0.016,1.831287701213831e-05,1.831287701213831e-05,0.0002289109626517289,0.0002718038450881808,0.0002289109626517289,0.0002718038450881808,0.061797251082475545,0.061797251082475545,0.619398223686155,0.015001789097650715,,,
RRW 160/160/10,RRW,46.25768779133497,0.005892699081698724,0.16,0.16,0.01,0.01,0.02,2.1858243294747826e-05,2.1858243294747826e-05,0.00027322804118434785,0.00032901290330387864,0.00027322804118434785,0.00032901290330387864,0.06090465618312638,0.06090465618312638,0.6142477796076938,0.015001789097650715,,,
RRW 160/160/12.5,RRW,56.57763717396091,0.007207342315154256,0.16,0.16,0.0125,0.0125,0.025,2.575823898259745e-05,2.575823898259745e-05,0.00032197798728246816,0.0003947064804623029,0.00032197798728246816,0.0003947064804623029,0.059782009517119226,0.059782009517119226,0.6078097245096172,0.015001789097650715,,,
RRW 160/160/16,RRW,70.18928074581756,0.008941309649148734,0.16,0.16,0.016,0.016,0.032,3.0283518902560095e-05,3.0283518902560095e-05,0.00037854398628200123,0.00047608598877354775,0.00037854398628200123,0.00047608598877354775,0.05819726849891239,0.05819726849891238,0.59879644737231,0.015001789097650715,,,
RRW 180/180/6.3,RRW,34.02702028438084,0.004334652265526221,0.18,0.18,0.0063,0.0063,0.0126,2.1678799170862392e-05,2.1678799170862392e-05,0.00024087554634291548,0.0002813138231472634,0.00024087554634291548,0.0002813138231472634,0.07071971136089591,0.07071971136089591,0.7037761011528471,0.015001789097650715,,,
RRW 180/180/8,RRW,42.66732018645439,0.005435327412287183,0.18,0.18,0.008,0.008,0.016,2.6607579988463975e-05,2.6607579988463975e-05,0.0002956397776495997,0.00034887711921105264,0.0002956397776495997,0.00034887711921105264,0.06996644905742358,0.06996644905742358,0.699398223686155,0.015001789097650715,,,
RRW 180/180/8.8,RRW,46.65369742560979,0.005943146168867489,0.18,0.18,0.0088,0.0088,0.0176,2.879857061472996e-05,2.879857061472996e-05,0.000319984117941444,0.0003794722501501035,0.000319984117941444,0.0003794722501501035,0.06961090186898178,0.06961090186898178,0.6973380460547706,0.015001789097650715,,,
RRW 180/180/10,RRW,52.537687791334974,0.006692699081698723,0.18,0.18,0.01,0.01,0.02,3.193443793566193e-05,3.193443793566193e-05,0.0003548270881740214,0.00042393989412086586,0.0003548270881740214,0.00042393989412086586,0.06907628760473061,0.06907628760473061,0.6942477796076938,0.015001789097650715,,,
RRW 180/180/12.5,RRW,64.42763717396092,0.008207342315154256,0.18,0.18,0.0125,0.0125,0.025,3.7903311156692256e-05,3.7903311156692256e-05,0.00042114790174102514,0.0005111549036138454,0.00042114790174102514,0.0005111549036138454,0.06795748557194103,0.06795748557194105,0.6878097245096172,0.015001789097650715,,,
RRW 180/180/16,RRW,80.23728074581756,0.010221309649148734,0.18,0.18,0.016,0.016,0.032,4.503771630961259e-05,4.503771630961259e-05,0.0005004190701068065,0.0006211790852650351,0.0005004190701068065,0.0006211790852650351,0.06637964231446354,0.06637964231446354,0.67879644737231,0.015001789097650715,,,
RRW 200/200/5,RRW,30.404421947833743,0.0038731747704246807,0.2,0.2,0.005,0.005,0.01,2.4454762929008767e-05,2.4454762929008767e-05,0.00024454762929008767,0.00028251709913846564,0.00024454762929008767,0.00028251709913846564,0.07945993059692011,0.0794599305969201,0.7871238898038468,0.015001789097650715,,,
RRW 200/200/6.3,RRW,37.983420284380834,0.004838652265526221,0.2,0.2,0.0063,0.0063,0.0126,3.0111514820360272e-05,3.0111514820360272e-05,0.0003011151482036028,0.0003503265458025255,0.0003011151482036028,0.0003503265458025255,0.07888675575978932,0.0788867557597893,0.7837761011528471,0.015001789097650715,,,
RRW 200/200/8,RRW,47.691320186454384,0.006075327412287183,0.2,0.2,0.008,0.008,0.016,3.709014844724708e-05,3.709014844724708e-05,0.0003709014844724708,0.0004355503933339245,0.0003709014844724708,0.0004355503933339245,0.0781347886566897,0.0781347886566897,0.779398223686155,0.015001789097650715,,,
RRW 200/200/10,RRW,58.817687791334976,0.0074926990816987235,0.2,0.2,0.01,0.01,0.02,4.4709172392915795e-05,4.4709172392915795e-05,0.000447091723929158,0.0005308668849378531,0.000447091723929158,0.0005308668849378531,0.07724656385309443,0.07724656385309443,0.7742477796076939,0.015001789097650715,,,
RRW 200/200/12.5,RRW,72.27763717396091,0.009207342315154257,0.2,0.2,0.0125,0.0125,0.025,5.3364851793817934e-05,5.3364851793817934e-05,0.0005336485179381794,0.000642603326765388,0.0005336485179381794,0.000642603326765388,0.07613082022890796,0.07613082022890796,0.7678097245096173,0.015001789097650715,,,
RRW 200/200/16,RRW,90.28528074581756,0.011501309649148734,0.2,0.2,0.016,0.016,0.032,6.393537564649482e-05,6.393537564649482e-05,0.0006393537564649482,0.0007854721817565224,0.0006393537564649482,0.0007854721817565224,0.07455846573864569,0.07455846573864569,0.75879644737231,0.015001789097650715,,,
RRW 220/220/6.3,RRW,41.939820284380836,0.0053426522655262215,0.22,0.22,0.0063,0.0063,0.0126,4.048820892296342e-05,4.048820892296342e-05,0.00036807462657239474,0.0004268992684577875,0.00036807462657239474,0.0004268992684577875,0.08705341817098856,0.08705341817098858,0.8637761011528471,0.015001789097650715,,,
RRW 220/220/8,RRW,52.715320186454385,0.006715327412287183,0.22,0.22,0.008,0.008,0.016,5.001658238848764e-05,5.001658238848764e-05,0.0004546962035317058,0.0005318236674567963,0.0004546962035317058,0.0005318236674567963,0.08630250678761728,0.08630250678761729,0.859398223686155,0.015001789097650715,,,
RRW 220/220/10,RRW,65.09768779133498,0.008292699081698723,0.22,0.22,0.01,0.01,0.02,6.0502446666509414e-05,6.0502446666509414e-05,0.0005500222424228129,0.0006497938757548404,0.0005500222424228129,0.0006497938757548404,0.08541585954318856,0.08541585954318856,0.8542477796076938,0.015001789097650715,,,
RRW 220/220/12.5,RRW,80.12763717396092,0.010207342315154256,0.22,0.22,0.0125,0.0125,0.025,7.254286089397447e-05,7.254286089397447e-05,0.000659480553581586,0.0007890517499169307,0.000659480553581586,0.0007890517499169307,0.08430260595299778,0.0843026059529978,0.8478097245096172,0.015001789097650715,,,
RRW 250/250/6.3,RRW,47.87442028438083,0.006098652265526221,0.25,0.25,0.0063,0.0063,0.0126,6.0139209676440417e-05,6.0139209676440417e-05,0.00048111367741152333,0.0005559333524406809,0.00048111367741152333,0.0005559333524406809,0.09930289792744693,0.09930289792744691,0.9837761011528471,0.015001789097650715,,,
RRW 250/250/7.1,RRW,53.72751641561191,0.00684426960708432,0.25,0.25,0.0070999999999999995,0.0070999999999999995,0.014199999999999999,6.701348057922475e-05,6.701348057922475e-05,0.000536107844633798,0.0006216277764375448,0.000536107844633798,0.0006216277764375448,0.09895039521970118,0.09895039521970117,0.9817159235214625,0.015001789097650715,,,
RRW 250/250/8,RRW,60.251320186454386,0.007675327412287184,0.25,0.25,0.008,0.008,0.016,7.45484810799561e-05,7.45484810799561e-05,0.0005963878486396489,0.000694233578641104,0.0005963878486396489,0.000694233578641104,0.09855324856353596,0.09855324856353595,0.979398223686155,0.015001789097650715,,,
RRW 250/250/10,RRW,74.51768779133498,0.009492699081698723,0.25,0.25,0.01,0.01,0.02,9.055212023253677e-05,9.055212023253677e-05,0.0007244169618602943,0.0008506843619803212,0.0007244169618602943,0.0008506843619803212,0.0976684858208621,0.0976684858208621,0.9742477796076938,0.015001789097650715,,,
RRW 250/250/12.5,RRW,91.90263717396091,0.011707342315154258,0.25,0.25,0.0125,0.0125,0.025,0.00010915325291239207,0.00010915325291239207,0.0008732260232991366,0.0010368493846442445,0.0008732260232991366,0.0010368493846442445,0.09655820481636802,0.09655820481636802,0.9678097245096172,0.015001789097650715,,,
RRW 250/250/16,RRW,115.40528074581755,0.014701309649148734,0.25,0.25,0.016,0.016,0.032,0.00013266716993170553,0.00013266716993170553,0.0010613373594536442,0.0012802049229852406,0.0010613373594536442,0.0012802049229852406,0.09499565025146699,0.09499565025146697,0.9587964473723101,0.015001789097650715,,,
RRW 260/260/7.1,RRW,55.95691641561191,0.00712826960708432,0.26,0.26,0.0070999999999999995,0.0070999999999999995,0.014199999999999999,7.567316849044399e-05,7.567316849044399e-05,0.0005821012960803383,0.0006741600244729669,0.0005821012960803383,0.0006741600244729669,0.10303360622944148,0.10303360622944147,1.0217159235214626,0.015001789097650715,,,
RRW 260/260/8.8,RRW,68.75929742560979,0.00875914616886749,0.26,0.26,0.0088,0.0088,0.0176,9.163711100359285e-05,9.163711100359285e-05,0.0007049008538737912,0.0008222028969048033,0.0007049008538737912,0.0008222028969048033,0.10228331795761855,0.10228331795761854,1.0173380460547705,0.015001789097650715,,,
RRW 260/260/11,RRW,84.98540222751532,0.010826165888855455,0.26,0.26,0.011,0.011,0.022,0.00011111494527676812,0.00011111494527676812,0.0008547303482828317,0.0010062671416293917,0.0008547303482828317,0.0010062671416293917,0.10130920319719697,0.10130920319719697,1.011672557568463,0.015001789097650715,,,
RRW 260/260/14.2,RRW,107.89886566244786,0.013745078428337307,0.26,0.26,0.014199999999999999,0.014199999999999999,0.028399999999999998,0.00013713729779556735,0.00013713729779556735,0.0010549022907351338,0.0012590464000998881,0.0010549022907351338,0.0012590464000998881,0.09988589900118124,0.09988589900118122,1.0034318470429253,0.015001789097650715,,,
RRW 300/300/6.3,RRW,57.76542028438101,0.007358652265526243,0.3,0.3,0.0063,0.0063,0.0126,0.00010546676986442859,0.00010546676986442859,0.0007031117990961908,0.0008087901590788382,0.0007031117990961908,0.0008087901590788382,0.11971778752594751,0.11971778752594751,1.1837761011528471,0.015001789097650715,,,
RRW 300/300/8,RRW,72.8113201864544,0.009275327412287183,0.3,0.3,0.008,0.008,0.016,0.00013128097297802414,0.00013128097297802414,0.000875206486520161,0.0010129167639482837,0.000875206486520161,0.0010129167639482837,0.11896967329960229,0.11896967329960229,1.179398223686155,0.015001789097650715,,,
RRW 300/300/10,RRW,90.21768779133497,0.011492699081698723,0.3,0.3,0.01,0.01,0.02,0.0001602609419242813,0.0001602609419242813,0.001068406279495209,0.0012455018390227892,0.001068406279495209,0.0012455018390227892,0.11808720072546687,0.11808720072546688,1.1742477796076938,0.015001789097650715,,,
RRW 300/300/12.5,RRW,111.52763717396091,0.014207342315154256,0.3,0.3,0.0125,0.0125,0.025,0.0001944195819249091,0.0001944195819249091,0.0012961305461660609,0.001524845442523101,0.0012961305461660609,0.001524845442523101,0.11698052878292074,0.11698052878292076,1.1678097245096173,0.015001789097650715,,,
RRW 300/300/16,RRW,140.52528074581755,0.017901309649148732,0.3,0.3,0.016,0.016,0.032,0.00023849560127835225,0.00023849560127835225,0.0015899706751890152,0.0018949376642139592,0.0015899706751890152,0.0018949376642139592,0.11542444216096763,0.11542444216096763,1.15879644737231,0.015001789097650715,,,
RRW 350/350/8,RRW,85.3713201864544,0.010875327412287184,0.35000000000000003,0.35000000000000003,0.008,0.008,0.016,0.00021128762414145103,0.00021128762414145103,0.0012073578522368632,0.0013915999492554634,0.0012073578522368632,0.0013915999492554634,0.1393849422505983,0.13938494225059828,1.379398223686155,0.015001789097650715,,,
RRW 350/350/10,RRW,105.91768779133497,0.013492699081698723,0.35000000000000003,0.35000000000000003,0.01,0.01,0.02,0.000258835637468149,0.000258835637468149,0.00147906078553228,0.0017153193160652576,0.00147906078553228,0.0017153193160652576,0.13850409642097394,0.13850409642097394,1.3742477796076937,0.015001789097650715,,,
RRW 350/350/12.5,RRW,131.1526371739609,0.016707342315154253,0.35000000000000003,0.35000000000000003,0.0125,0.0125,0.025,0.00031541383883136863,0.00031541383883136863,0.0018023647933221067,0.002106591500401957,0.0018023647933221067,0.002106591500401957,0.13739998541239715,0.13739998541239715,1.3678097245096175,0.015001789097650715,,,
RRW 350/350/16,RRW,165.64528074581756,0.021101309649148733,0.35000000000000003,0.35000000000000003,0.016,0.016,0.032,0.00038942066968643475,0.00038942066968643475,0.00222526096963677,0.0026296704054426774,0.00222526096963677,0.0026296704054426774,0.13584848340553965,0.13584848340553962,1.35879644737231,0.015001789097650715,,,
RRW 400/400/10,RRW,121.61768779133497,0.015492699081698723,0.4,0.4,0.01,0.01,0.02,0.00039127620686414026,0.00039127620686414026,0.0019563810343207013,0.002260136793107725,0.0019563810343207013,0.002260136793107725,0.15891986119384022,0.1589198611938402,1.5742477796076937,0.015001789097650715,,,
RRW 400/400/12.5,RRW,150.7776371739609,0.019207342315154256,0.4,0.4,0.0125,0.0125,0.025,0.00047838602363177126,0.00047838602363177126,0.0023919301181588564,0.0027820875582808143,0.0023919301181588564,0.0027820875582808143,0.15781766128346392,0.1578176612834639,1.5678097245096174,0.015001789097650715,,,
RRW 400/400/16,RRW,190.76528074581753,0.02430130964914873,0.4,0.4,0.016,0.016,0.032,0.0005934423751559533,0.0005934423751559533,0.0029672118757797664,0.003484403146671396,0.0029672118757797664,0.003484403146671396,0.1562695773133794,0.1562695773133794,1.55879644737231,0.015001789097650715,,,
