nom,famille,masse,A,h,b,tw,tf,r,Iy,Iz,Wely,Wply,Welz,Wplz,iy,iz,Um,iz_tabule,It,Av,Aw
IPE80,IPE,6.0,0.0007639999999999999,0.08,0.046,0.0038,0.005200000000000001,0.005,8.009999999999999e-07,8.5e-08,2e-05,2.32e-05,3.6900000000000002e-06,5.8e-06,0.0324,0.0105,0.328,,6.7e-09,0.000358,0.00028399999999999996
IPE100,IPE,8.1,0.0010299999999999999,0.1,0.055,0.0040999999999999995,0.0057,0.007,1.71e-06,1.59e-07,3.4200000000000005e-05,3.94e-05,5.7900000000000005e-06,9.2e-06,0.04070000000000001,0.012400000000000001,0.4,,1.15e-08,0.000508,0.000387
IPE120,IPE,10.4,0.00132,0.12,0.064,0.0044,0.0063,0.007,3.18e-06,2.77e-07,5.3e-05,6.08e-05,8.65e-06,1.36e-05,0.049,0.0145,0.475,,1.69e-08,0.0006309999999999999,0.0005
IPE140,IPE,12.9,0.00164,0.14,0.073,0.0047,0.006900000000000001,0.007,5.41e-06,4.49e-07,7.730000000000001e-05,8.840000000000001e-05,1.23e-05,1.9200000000000003e-05,0.0574,0.0165,0.551,,2.4e-08,0.0007639999999999999,0.0006259999999999999
IPE160,IPE,15.8,0.00201,0.16,0.082,0.005,0.0074,0.009000000000000001,8.69e-06,6.83e-07,0.000109,0.000124,1.67e-05,2.61e-05,0.0658,0.0184,0.623,,3.53e-08,0.000966,0.000763
IPE180,IPE,18.8,0.0023899999999999998,0.18,0.091,0.0053,0.008,0.009000000000000001,1.3199999999999999e-05,1.01e-06,0.000146,0.00016600000000000002,2.22e-05,3.46e-05,0.0742,0.0205,0.698,,4.72e-08,0.001125,0.0009119999999999999
IPE200,IPE,22.4,0.0028499999999999997,0.2,0.1,0.0056,0.0085,0.012,1.94e-05,1.42e-06,0.000194,0.00022,2.85e-05,4.47e-05,0.08259999999999999,0.0224,0.768,,6.85e-08,0.0014,0.00107
IPE220,IPE,26.2,0.0033399999999999997,0.22,0.11,0.005900000000000001,0.0092,0.012,2.77e-05,2.05e-06,0.000252,0.000286,3.7300000000000005e-05,5.8e-05,0.0911,0.024800000000000003,0.848,,8.98e-08,0.001588,0.00124
IPE240,IPE,30.7,0.003909999999999999,0.24,0.12,0.006200000000000001,0.009800000000000001,0.015,3.89e-05,2.84e-06,0.000324,0.000366,4.7300000000000005e-05,7.400000000000001e-05,0.09970000000000001,0.0269,0.922,,1.2699999999999999e-07,0.001914,0.0014299999999999998
IPE270,IPE,36.1,0.0045899999999999995,0.27,0.135,0.0066,0.010199999999999999,0.015,5.79e-05,4.2e-06,0.000429,0.00048400000000000006,6.220000000000001e-05,9.7e-05,0.112,0.0302,1.04,,1.57e-07,0.002214,0.00171
IPE300,IPE,42.2,0.005379999999999999,0.3,0.15,0.0070999999999999995,0.0107,0.015,8.36e-05,6.04e-06,0.000557,0.0006280000000000001,8.05e-05,0.000125,0.125,0.0335,1.16,,1.98e-07,0.002568,0.0020499999999999997
IPE330,IPE,49.1,0.00626,0.33,0.16,0.0075,0.0115,0.018000000000000002,0.0001177,7.879999999999999e-06,0.0007130000000000001,0.000804,9.850000000000001e-05,0.000154,0.137,0.035500000000000004,1.25,,2.76e-07,0.003081,0.0023899999999999998
IPE360,IPE,57.1,0.0072699999999999996,0.36,0.17,0.008,0.0127,0.018000000000000002,0.0001627,1.04e-05,0.0009040000000000001,0.00102,0.000123,0.000191,0.15,0.037899999999999996,1.35,,3.71e-07,0.0035139999999999998,0.00278
IPE400,IPE,66.3,0.00845,0.4,0.18,0.0086,0.0135,0.021,0.00023129999999999998,1.3199999999999999e-05,0.00116,0.0013100000000000002,0.000146,0.000229,0.165,0.0395,1.47,,5.04e-07,0.004269,0.00332
IPE450,IPE,77.6,0.00988,0.45,0.19,0.0094,0.0146,0.021,0.0003374,1.68e-05,0.0015,0.0017000000000000001,0.00017600000000000002,0.000275,0.185,0.0412,1.61,,6.61e-07,0.005085,0.00409
IPE500,IPE,90.7,0.0116,0.5,0.2,0.010199999999999999,0.016,0.021,0.000482,2.14e-05,0.00193,0.0022,0.00021400000000000002,0.00033600000000000004,0.20400000000000001,0.0431,1.74,,8.86e-07,0.005987,0.00494
IPE550,IPE,106.0,0.013399999999999999,0.55,0.21,0.0111,0.0172,0.024,0.0006711999999999999,2.67e-05,0.0024400000000000003,0.0027800000000000004,0.000254,0.00040100000000000004,0.223,0.0445,1.88,,1.22e-06,0.007234,0.0059099999999999995
IPE600,IPE,122.0,0.0156,0.6,0.22,0.012,0.019,0.024,0.0009207999999999999,3.39e-05,0.0030700000000000002,0.00352,0.000308,0.00048600000000000005,0.243,0.0466,2.02,,1.6499999999999999e-06,0.008378,0.00697
IPE750.137,IPE,137.0,0.017499999999999998,0.753,0.263,0.0115,0.017,0.017,0.001599,5.1699999999999996e-05,0.00425,0.004860000000000001,0.000393,0.0006140000000000001,0.303,0.0544,2.51,,1.36e-06,0.00929,0.008459999999999999
IPE750.147,IPE,147.0,0.018699999999999998,0.753,0.265,0.0132,0.017,0.017,0.001661,5.29e-05,0.00441,0.00511,0.00039900000000000005,0.000631,0.298,0.0531,2.51,,1.57e-06,0.010539999999999999,0.00972
IPE750.173,IPE,173.0,0.022099999999999998,0.762,0.267,0.014400000000000001,0.0216,0.017,0.002058,6.87e-05,0.0054,0.006220000000000001,0.000515,0.0008100000000000001,0.305,0.055700000000000006,2.53,,2.71e-06,0.01164,0.0107
IPE750.196,IPE,196.0,0.025099999999999997,0.77,0.268,0.0156,0.0254,0.017,0.0024029999999999998,8.18e-05,0.006240000000000001,0.00717,0.0006100000000000001,0.0009590000000000001,0.31,0.057100000000000005,2.55,,4.059999999999999e-06,0.01273,0.0116
PEA120,PEA,8.7,0.0010999999999999998,0.11800000000000001,0.064,0.0038,0.0050999999999999995,0.007,2.57e-06,2.24e-07,4.38e-05,4.99e-05,7.000000000000001e-06,1.1000000000000001e-05,0.048299999999999996,0.014199999999999999,0.472,,1.01e-08,0.000542,0.000428
PEA140,PEA,10.5,0.00134,0.137,0.073,0.0038,0.0056,0.007,4.35e-06,3.64e-07,6.330000000000001e-05,7.16e-05,9.980000000000001e-06,1.55e-05,0.057,0.0165,0.547,,1.33e-08,0.00062,0.0005009999999999999
PEA160,PEA,12.7,0.00162,0.157,0.082,0.004,0.005900000000000001,0.009000000000000001,6.89e-06,5.44e-07,8.78e-05,9.920000000000001e-05,1.3300000000000001e-05,2.0700000000000002e-05,0.0653,0.0183,0.619,,1.91e-08,0.00078,0.0006039999999999999
PEA180,PEA,15.4,0.00196,0.177,0.091,0.0043,0.006500000000000001,0.009000000000000001,1.06e-05,8.19e-07,0.00012,0.000135,1.8e-05,2.8000000000000003e-05,0.0737,0.0205,0.694,,2.65e-08,0.0009199999999999999,0.0007329999999999999
PEA200,PEA,18.4,0.00235,0.197,0.1,0.0045000000000000005,0.007,0.012,1.59e-05,1.17e-06,0.000162,0.000181,2.3400000000000003e-05,3.66e-05,0.0823,0.0223,0.764,,4.0199999999999996e-08,0.001147,0.000855
PEA220,PEA,22.2,0.00283,0.217,0.11,0.005,0.0077,0.012,2.3199999999999998e-05,1.71e-06,0.00021400000000000002,0.00024,3.12e-05,4.85e-05,0.0905,0.0246,0.843,,5.59e-08,0.0013549999999999999,0.00105
PEA240,PEA,26.2,0.00333,0.23700000000000002,0.12,0.005200000000000001,0.0083,0.015,3.29e-05,2.4e-06,0.00027800000000000004,0.000312,4e-05,6.25e-05,0.0994,0.0268,0.918,,8.199999999999999e-08,0.0016309999999999999,0.0011899999999999999
PEA270,PEA,30.7,0.00392,0.267,0.135,0.0055,0.0087,0.015,4.9199999999999997e-05,3.58e-06,0.000368,0.00041200000000000004,5.3e-05,8.240000000000001e-05,0.112,0.0302,1.04,,1.01e-07,0.001875,0.00142
PEA300,PEA,36.5,0.00465,0.297,0.15,0.0060999999999999995,0.0092,0.015,7.17e-05,5.19e-06,0.00048300000000000003,0.0005420000000000001,6.92e-05,0.00010700000000000001,0.124,0.0334,1.16,,1.31e-07,0.002225,0.0017599999999999998
PEA330,PEA,43.0,0.00547,0.327,0.16,0.006500000000000001,0.01,0.018000000000000002,0.000102,6.85e-06,0.000626,0.000702,8.560000000000001e-05,0.000133,0.137,0.0354,1.25,,1.9e-07,0.002699,0.0020599999999999998
PEA360,PEA,50.2,0.0063999999999999994,0.357,0.17,0.0066,0.0115,0.018000000000000002,0.000145,9.44e-06,0.000812,0.000906,0.000111,0.000172,0.151,0.0384,1.35,,2.69e-07,0.002972,0.00228
PEA400,PEA,57.4,0.00731,0.397,0.18,0.007,0.012,0.021,0.000203,1.17e-05,0.00102,0.0011400000000000002,0.00013000000000000002,0.000202,0.167,0.04,1.46,,3.5e-07,0.003578,0.0026999999999999997
PEA450,PEA,67.2,0.00856,0.447,0.19,0.0076,0.0131,0.021,0.000298,1.5e-05,0.00133,0.00149,0.00015800000000000002,0.000246,0.186,0.0419,1.6,,4.62e-07,0.004226,0.0033
PEA500,PEA,79.4,0.0101,0.497,0.2,0.008400000000000001,0.0147,0.021,0.00042899999999999997,1.94e-05,0.0017300000000000002,0.0019500000000000001,0.000194,0.000302,0.20600000000000002,0.0438,1.74,,6.36e-07,0.005046999999999999,0.00405
PEA550,PEA,92.1,0.0117,0.547,0.21,0.009000000000000001,0.0157,0.024,0.0006,2.43e-05,0.00219,0.00248,0.000232,0.000362,0.226,0.0455,1.88,,8.79e-07,0.00603,0.0047799999999999995
PEA600,PEA,108.0,0.013699999999999999,0.597,0.22,0.009800000000000001,0.0175,0.024,0.000829,3.12e-05,0.0027800000000000004,0.00314,0.000283,0.000442,0.246,0.047700000000000006,2.01,,1.21e-06,0.007013999999999999,0.00568
INP80,INP,5.94,0.000757,0.08,0.042,0.0039,0.005900000000000001,0.0023,7.799999999999999e-07,6.3e-08,1.95e-05,2.2800000000000002e-05,3e-06,5e-06,0.032,0.0091,0.304,,8.18e-09,0.000341,0.000289
INP100,INP,8.34,0.00106,0.1,0.05,0.0045000000000000005,0.0068,0.0027,1.71e-06,1.22e-07,3.4200000000000005e-05,3.9800000000000005e-05,4.9000000000000005e-06,8.1e-06,0.040100000000000004,0.0107,0.37,,1.51e-08,0.00048499999999999997,0.000419
INP120,INP,11.1,0.00142,0.12,0.058,0.0050999999999999995,0.0077,0.0031000000000000003,3.28e-06,2.15e-07,5.47e-05,6.36e-05,7.4e-06,1.2400000000000002e-05,0.048100000000000004,0.0123,0.439,,2.57e-08,0.000663,0.0005729999999999999
INP140,INP,14.3,0.00182,0.14,0.066,0.0057,0.0086,0.0034,5.73e-06,3.52e-07,8.19e-05,9.54e-05,1.0700000000000001e-05,1.79e-05,0.056100000000000004,0.014,0.502,,4.0999999999999997e-08,0.000865,0.000749
INP160,INP,17.9,0.00228,0.16,0.074,0.0063,0.0095,0.0038,9.35e-06,5.47e-07,0.00011700000000000001,0.000136,1.48e-05,2.4800000000000003e-05,0.064,0.0155,0.575,,6.24e-08,0.00108,0.000948
INP180,INP,21.9,0.00279,0.18,0.082,0.006900000000000001,0.010400000000000001,0.0040999999999999995,1.45e-05,8.13e-07,0.000161,0.00018700000000000002,1.98e-05,3.33e-05,0.07200000000000001,0.0171,0.64,,9.11e-08,0.00134,0.00117
INP200,INP,26.2,0.0033399999999999997,0.2,0.09,0.0075,0.011300000000000001,0.0045000000000000005,2.14e-05,1.17e-06,0.00021400000000000002,0.00025,2.6000000000000002e-05,4.36e-05,0.08,0.0187,0.709,,1.29e-07,0.0015999999999999999,0.00142
INP220,INP,31.1,0.0039499999999999995,0.22,0.098,0.0081,0.012199999999999999,0.004900000000000001,3.06e-05,1.62e-06,0.00027800000000000004,0.000324,3.3100000000000005e-05,5.5700000000000005e-05,0.088,0.0202,0.775,,1.7699999999999998e-07,0.0019099999999999998,0.0016799999999999999
INP240,INP,36.2,0.0046099999999999995,0.24,0.106,0.0087,0.0131,0.005200000000000001,4.2499999999999996e-05,2.21e-06,0.00035400000000000004,0.00041200000000000004,4.1700000000000004e-05,7.000000000000001e-05,0.09590000000000001,0.022,0.844,,2.38e-07,0.0022299999999999998,0.00197
INP260,INP,41.9,0.00533,0.26,0.113,0.0094,0.0141,0.0056,5.74e-05,2.88e-06,0.000442,0.000514,5.1000000000000006e-05,8.59e-05,0.10400000000000001,0.0232,0.906,,3.18e-07,0.00261,0.00231
INP280,INP,47.9,0.0060999999999999995,0.28,0.11900000000000001,0.0101,0.0152,0.0060999999999999995,7.59e-05,3.64e-06,0.0005420000000000001,0.0006320000000000001,6.120000000000001e-05,0.00010300000000000001,0.111,0.0245,0.966,,4.2e-07,0.0030199999999999997,0.00267
INP300,INP,54.2,0.0069,0.3,0.125,0.0108,0.0162,0.006500000000000001,9.8e-05,4.51e-06,0.000653,0.0007620000000000001,7.22e-05,0.00012200000000000001,0.11900000000000001,0.0256,1.03,,5.37e-07,0.00346,0.00307
INP320,INP,61.0,0.00777,0.32,0.131,0.0115,0.0173,0.006900000000000001,0.0001251,5.55e-06,0.000782,0.0009140000000000001,8.47e-05,0.000143,0.127,0.0267,1.09,,6.85e-07,0.0039299999999999995,0.00348
INP340,INP,68.0,0.008669999999999999,0.34,0.137,0.012199999999999999,0.0183,0.0073,0.000157,6.74e-06,0.0009230000000000001,0.00108,9.84e-05,0.00016600000000000002,0.135,0.028,1.15,,8.53e-07,0.00443,0.00392
INP360,INP,76.1,0.0097,0.36,0.14300000000000002,0.013000000000000001,0.0195,0.0078,0.0001961,8.18e-06,0.00109,0.00128,0.000114,0.000194,0.14200000000000002,0.029,1.21,,1.08e-06,0.005,0.00443
INP380,INP,84.0,0.0107,0.38,0.149,0.0137,0.0205,0.008199999999999999,0.0002401,9.75e-06,0.00126,0.0014800000000000002,0.000131,0.000222,0.15,0.0302,1.27,,1.31e-06,0.00556,0.0049299999999999995
INP400,INP,92.4,0.0118,0.4,0.155,0.014400000000000001,0.0216,0.0086,0.0002921,1.1599999999999999e-05,0.0014600000000000001,0.0017100000000000001,0.00014900000000000002,0.000254,0.157,0.0313,1.33,,1.6e-06,0.00617,0.00545
INP450,INP,115.0,0.0147,0.45,0.17,0.0162,0.024300000000000002,0.0097,0.0004585,1.73e-05,0.00204,0.0024000000000000002,0.000203,0.00034500000000000004,0.177,0.0343,1.48,,2.51e-06,0.00778,0.0069
INP500,INP,141.0,0.0179,0.5,0.185,0.018000000000000002,0.027,0.0108,0.0006874,2.48e-05,0.0027500000000000003,0.0032400000000000003,0.000268,0.000456,0.196,0.037200000000000004,1.63,,3.75e-06,0.009559999999999999,0.00851
INP550,INP,166.0,0.0212,0.55,0.2,0.019,0.03,0.0119,0.0009918,3.49e-05,0.0036100000000000004,0.00424,0.000349,0.0005920000000000001,0.216,0.04020000000000001,1.8,,5.91e-06,0.011099999999999999,0.00988
HEA100,HEA,16.7,0.00212,0.096,0.1,0.005,0.008,0.012,3.49e-06,1.3399999999999999e-06,7.3e-05,8.300000000000001e-05,2.68e-05,4.1200000000000005e-05,0.040600000000000004,0.0251,0.561,,5.1999999999999996e-08,0.0007559999999999999,0.00043999999999999996
HEA120,HEA,19.9,0.0025299999999999997,0.114,0.12,0.005,0.008,0.012,6.06e-06,2.31e-06,0.000106,0.000119,3.85e-05,5.89e-05,0.0489,0.0302,0.677,,5.96e-08,0.000846,0.00053
HEA140,HEA,24.7,0.00314,0.133,0.14,0.0055,0.0085,0.012,1.03e-05,3.89e-06,0.000155,0.000173,5.56e-05,8.47e-05,0.0573,0.0352,0.794,,8.03e-08,0.0010119999999999999,0.000685
HEA160,HEA,30.4,0.0038799999999999998,0.152,0.16,0.006,0.009000000000000001,0.015,1.67e-05,6.1599999999999995e-06,0.00022,0.000246,7.69e-05,0.00011800000000000001,0.06570000000000001,0.039799999999999995,0.906,,1.18e-07,0.001321,0.0008579999999999999
HEA180,HEA,35.5,0.00453,0.171,0.18,0.006,0.0095,0.015,2.51e-05,9.25e-06,0.00029400000000000004,0.000324,0.00010300000000000001,0.00015700000000000002,0.0745,0.045200000000000004,1.02,,1.47e-07,0.001447,0.0009689999999999999
HEA200,HEA,42.3,0.005379999999999999,0.19,0.2,0.006500000000000001,0.01,0.018000000000000002,3.69e-05,1.34e-05,0.000389,0.00043000000000000004,0.000134,0.00020400000000000003,0.0828,0.0498,1.14,,2.04e-07,0.001808,0.00117
HEA220,HEA,50.5,0.00643,0.21,0.22,0.007,0.011,0.018000000000000002,5.41e-05,1.95e-05,0.000515,0.000568,0.00017800000000000002,0.00027100000000000003,0.0917,0.0551,1.26,,2.81e-07,0.002067,0.00139
HEA240,HEA,60.3,0.007679999999999999,0.23,0.24,0.0075,0.012,0.021,7.76e-05,2.77e-05,0.000675,0.0007440000000000001,0.000231,0.00035200000000000005,0.101,0.06,1.37,,4.1e-07,0.002518,0.00164
HEA260,HEA,68.2,0.00868,0.25,0.26,0.0075,0.0125,0.024,0.00010449999999999999,3.67e-05,0.000836,0.00092,0.000282,0.00043000000000000004,0.11,0.065,1.48,,5.2e-07,0.002876,0.00178
HEA280,HEA,76.4,0.009729999999999999,0.27,0.28,0.008,0.013000000000000001,0.024,0.0001367,4.76e-05,0.00101,0.00111,0.00034,0.000518,0.11900000000000001,0.07,1.6,,6.14e-07,0.0031739999999999997,0.0020599999999999998
HEA300,HEA,88.3,0.0113,0.29,0.3,0.0085,0.014,0.027,0.0001826,6.31e-05,0.00126,0.0013800000000000002,0.00042100000000000004,0.000642,0.127,0.07490000000000001,1.72,,8.419999999999999e-07,0.003728,0.00235
HEA320,HEA,97.6,0.0124,0.31,0.3,0.009000000000000001,0.0155,0.027,0.0002293,6.99e-05,0.0014800000000000002,0.0016300000000000002,0.00046600000000000005,0.00071,0.136,0.07490000000000001,1.76,,1.09e-06,0.0041129999999999995,0.00265
HEA340,HEA,105.0,0.0133,0.33,0.3,0.0095,0.0165,0.027,0.0002769,7.439999999999999e-05,0.00168,0.00185,0.000496,0.000756,0.14400000000000002,0.0746,1.79,,1.29e-06,0.004495,0.00298
HEA360,HEA,112.0,0.0143,0.35000000000000003,0.3,0.01,0.0175,0.027,0.0003309,7.89e-05,0.0018900000000000002,0.0020800000000000003,0.000526,0.000803,0.152,0.0743,1.83,,1.51e-06,0.004896,0.00332
HEA400,HEA,125.0,0.0159,0.39,0.3,0.011,0.019,0.027,0.0004507,8.56e-05,0.00231,0.00256,0.000571,0.0008730000000000001,0.168,0.0734,1.91,,1.91e-06,0.005732999999999999,0.004079999999999999
HEA450,HEA,140.0,0.0178,0.44,0.3,0.0115,0.021,0.027,0.0006372,9.47e-05,0.0029000000000000002,0.00322,0.000631,0.0009660000000000001,0.189,0.0729,2.01,,2.49e-06,0.006578,0.00482
HEA500,HEA,155.0,0.019799999999999998,0.49,0.3,0.012,0.023,0.027,0.0008696999999999999,0.0001037,0.00355,0.00394,0.000691,0.00106,0.21,0.0724,2.11,,3.18e-06,0.0074719999999999995,0.0056
HEA550,HEA,166.0,0.0212,0.54,0.3,0.0125,0.024,0.027,0.001119,0.0001082,0.00415,0.00462,0.0007210000000000001,0.00111,0.23,0.07150000000000001,2.21,,3.6099999999999997e-06,0.008372,0.00645
HEA600,HEA,178.0,0.0226,0.59,0.3,0.013000000000000001,0.025,0.027,0.001412,0.0001127,0.00479,0.00536,0.000751,0.00116,0.25,0.07050000000000001,2.31,,4.08e-06,0.009321,0.007339999999999999
HEA650,HEA,190.0,0.0242,0.64,0.3,0.0135,0.026000000000000002,0.027,0.0017519999999999999,0.0001172,0.00547,0.0061400000000000005,0.000782,0.0012000000000000001,0.269,0.0697,2.41,,4.59e-06,0.01032,0.008289999999999999
HEA700,HEA,204.0,0.026,0.6900000000000001,0.3,0.0145,0.027,0.027,0.002153,0.00012179999999999999,0.006240000000000001,0.00704,0.000812,0.00126,0.28800000000000003,0.0684,2.5,,5.23e-06,0.0117,0.009609999999999999
HEA800,HEA,224.0,0.0286,0.79,0.3,0.015,0.028,0.03,0.003034,0.0001264,0.00768,0.008700000000000001,0.000843,0.0013100000000000002,0.326,0.0665,2.7,,6.1e-06,0.01388,0.011399999999999999
HEA900,HEA,252.0,0.0321,0.89,0.3,0.016,0.03,0.03,0.004221,0.0001355,0.00948,0.0108,0.000903,0.00142,0.363,0.065,2.9,,7.51e-06,0.01633,0.0138
HEA1000,HEA,272.0,0.0347,0.99,0.3,0.0165,0.031,0.03,0.0055379999999999995,0.00014,0.01119,0.0128,0.000934,0.0014700000000000002,0.4,0.0635,3.1,,8.37e-06,0.01846,0.015799999999999998
HEB100,HEB,20.4,0.0026,0.1,0.1,0.006,0.01,0.012,4.5e-06,1.6699999999999999e-06,9e-05,0.00010400000000000001,3.3e-05,5.1000000000000006e-05,0.041600000000000005,0.0253,0.567,,9.309999999999999e-08,0.000904,0.00054
HEB120,HEB,26.7,0.0034,0.12,0.12,0.006500000000000001,0.011,0.012,8.64e-06,3.18e-06,0.000144,0.000165,5.3e-05,8.1e-05,0.0504,0.030600000000000002,0.686,,1.39e-07,0.001096,0.000708
HEB140,HEB,33.7,0.0043,0.14,0.14,0.007,0.012,0.012,1.51e-05,5.5e-06,0.00021600000000000002,0.000246,7.900000000000001e-05,0.00012,0.0593,0.0358,0.805,,2.02e-07,0.001308,0.000896
HEB160,HEB,42.6,0.00543,0.16,0.16,0.008,0.013000000000000001,0.015,2.49e-05,8.89e-06,0.000311,0.00035400000000000004,0.000111,0.00017,0.0678,0.0405,0.918,,3.12e-07,0.001759,0.0011799999999999998
HEB180,HEB,51.2,0.006529999999999999,0.18,0.18,0.0085,0.014,0.015,3.83e-05,1.36e-05,0.000426,0.000482,0.000151,0.000231,0.0766,0.045700000000000005,1.04,,4.22e-07,0.0020239999999999998,0.00141
HEB200,HEB,61.3,0.007809999999999999,0.2,0.2,0.009000000000000001,0.015,0.018000000000000002,5.6999999999999996e-05,1.9999999999999998e-05,0.0005700000000000001,0.000642,0.0002,0.000306,0.0854,0.0507,1.15,,5.96e-07,0.002483,0.00166
HEB220,HEB,71.5,0.0091,0.22,0.22,0.0095,0.016,0.018000000000000002,8.09e-05,2.84e-05,0.000736,0.0008280000000000001,0.00025800000000000004,0.00039400000000000004,0.0943,0.0559,1.27,,7.699999999999999e-07,0.0027919999999999998,0.0019399999999999999
HEB240,HEB,83.2,0.0106,0.24,0.24,0.01,0.017,0.021,0.0001126,3.92e-05,0.000938,0.0010500000000000002,0.00032700000000000003,0.000499,0.10300000000000001,0.0608,1.38,,1.04e-06,0.003323,0.0022299999999999998
HEB260,HEB,93.0,0.0118,0.26,0.26,0.01,0.0175,0.024,0.0001492,5.13e-05,0.00115,0.00128,0.000395,0.000603,0.112,0.0658,1.5,,1.26e-06,0.0037589999999999998,0.00242
HEB280,HEB,103.0,0.013099999999999999,0.28,0.28,0.0105,0.018000000000000002,0.024,0.0001927,6.59e-05,0.0013800000000000002,0.0015300000000000001,0.000471,0.000718,0.121,0.0709,1.62,,1.4499999999999999e-06,0.004109,0.00275
HEB300,HEB,117.0,0.0149,0.3,0.3,0.011,0.019,0.027,0.0002517,8.56e-05,0.00168,0.0018700000000000001,0.000571,0.000871,0.13,0.07579999999999999,1.73,,1.8699999999999999e-06,0.004743,0.00309
HEB320,HEB,127.0,0.0161,0.32,0.3,0.0115,0.0205,0.027,0.0003082,9.24e-05,0.00193,0.00214,0.000616,0.0009400000000000001,0.138,0.0757,1.77,,2.29e-06,0.005177,0.00344
HEB340,HEB,134.0,0.0171,0.34,0.3,0.012,0.021500000000000002,0.027,0.00036659999999999997,9.69e-05,0.00216,0.0024000000000000002,0.0006460000000000001,0.0009860000000000001,0.146,0.07529999999999999,1.81,,2.62e-06,0.005608999999999999,0.0038199999999999996
HEB360,HEB,142.0,0.018099999999999998,0.36,0.3,0.0125,0.0225,0.027,0.0004319,0.000101,0.0024000000000000002,0.00268,0.0006760000000000001,0.00103,0.155,0.07490000000000001,1.85,,2.98e-06,0.006059999999999999,0.00422
HEB400,HEB,155.0,0.019799999999999998,0.4,0.3,0.0135,0.024,0.027,0.0005768,0.000108,0.00288,0.0032400000000000003,0.0007210000000000001,0.0011,0.171,0.074,1.93,,3.6099999999999997e-06,0.006998,0.0050799999999999994
HEB450,HEB,171.0,0.0218,0.45,0.3,0.014,0.026000000000000002,0.027,0.0007989,0.000117,0.00355,0.00398,0.000781,0.0012000000000000001,0.191,0.0733,2.03,,4.49e-06,0.007965999999999999,0.00594
HEB500,HEB,187.0,0.023899999999999998,0.5,0.3,0.0145,0.028,0.027,0.001072,0.000126,0.00429,0.0048200000000000005,0.0008420000000000001,0.0012900000000000001,0.212,0.0727,2.12,,5.5e-06,0.008982,0.00684
HEB550,HEB,199.0,0.0254,0.55,0.3,0.015,0.029,0.027,0.001367,0.00013099999999999999,0.0049700000000000005,0.0056,0.000872,0.00134,0.232,0.0717,2.22,,6.12e-06,0.01001,0.007819999999999999
HEB600,HEB,212.0,0.027,0.6,0.3,0.0155,0.03,0.027,0.00171,0.000135,0.0057,0.00642,0.000902,0.0013900000000000002,0.252,0.0708,2.32,,6.8e-06,0.01108,0.008839999999999999
HEB650,HEB,225.0,0.0286,0.65,0.3,0.016,0.031,0.027,0.002106,0.00014,0.0064800000000000005,0.00732,0.0009320000000000001,0.00144,0.271,0.0699,2.42,,7.52e-06,0.012199999999999999,0.009899999999999999
HEB700,HEB,241.0,0.0306,0.7000000000000001,0.3,0.017,0.032,0.027,0.002569,0.000144,0.00734,0.008320000000000001,0.0009630000000000001,0.00149,0.29,0.06870000000000001,2.52,,8.419999999999999e-06,0.01371,0.011399999999999999
HEB800,HEB,262.0,0.0334,0.8,0.3,0.0175,0.033,0.03,0.003591,0.000149,0.00898,0.01022,0.000994,0.0015500000000000002,0.328,0.0668,2.71,,9.62e-06,0.01618,0.013399999999999999
HEB900,HEB,291.0,0.0371,0.9,0.3,0.0185,0.035,0.03,0.004941,0.000158,0.01098,0.012580000000000001,0.0010500000000000002,0.00166,0.365,0.0653,2.91,,1.15e-05,0.018879999999999997,0.016
HEB1000,HEB,314.0,0.04,1.0,0.3,0.019,0.036000000000000004,0.03,0.006447,0.000163,0.01289,0.014860000000000002,0.00109,0.0017100000000000001,0.401,0.0638,3.11,,1.27e-05,0.021249999999999998,0.0183
HEM100,HEM,41.8,0.00532,0.12,0.106,0.012,0.02,0.012,1.14e-05,3.99e-06,0.00019,0.00023600000000000002,7.500000000000001e-05,0.000116,0.0463,0.0274,0.619,,6.73e-07,0.0018039999999999998,0.0012
HEM120,HEM,52.1,0.00664,0.14,0.126,0.0125,0.021,0.012,2.02e-05,7.03e-06,0.000288,0.00035,0.00011200000000000001,0.000171,0.0551,0.0325,0.738,,9.05e-07,0.0021149999999999997,0.00149
HEM140,HEM,63.2,0.00806,0.16,0.146,0.013000000000000001,0.022,0.012,3.29e-05,1.14e-05,0.000411,0.0004940000000000001,0.00015700000000000002,0.00024,0.0639,0.037700000000000004,0.857,,1.19e-06,0.002446,0.00179
HEM160,HEM,76.2,0.00971,0.18,0.166,0.014,0.023,0.015,5.1e-05,1.76e-05,0.000566,0.000674,0.000212,0.000324,0.0725,0.0426,0.97,,1.61e-06,0.003081,0.0021999999999999997
HEM180,HEM,88.9,0.0113,0.2,0.186,0.0145,0.024,0.015,7.48e-05,2.58e-05,0.0007480000000000001,0.000884,0.000277,0.000424,0.0813,0.047700000000000006,1.09,,2.01e-06,0.0034649999999999998,0.0025499999999999997
HEM200,HEM,103.0,0.013099999999999999,0.22,0.20600000000000002,0.015,0.025,0.018000000000000002,0.0001064,3.65e-05,0.0009670000000000001,0.0011400000000000002,0.00035400000000000004,0.000541,0.09,0.052700000000000004,1.2,,2.58e-06,0.004103,0.00292
